NextcladeResultID,frameShifts,aaSubstitutions,aaDeletions,aaInsertions,alignmentScore,clade,Nextclade_pango,substitutions,deletions,insertions,missing,nonACGTNs,pcrPrimerChanges,qc.mixedSites.totalMixedSites,qc.overallScore,qc.overallStatus,qc.frameShifts.status,qc.frameShifts.frameShiftsIgnored,NextcladeVersion,ConsensusID,IsCurrent,TimestampCreated,TimestampUpdated
Nextclade-293065,,,,,89117,21K (Omicron),BA.1,,,,,,,0,29,good,,,nextclade 2.4.0,Consensus-492814,1,2025-02-03 14:08:42.344285,2025-02-03 14:08:42.344286
Nextclade-951903,,,,,89533,21J (Delta),AY.4,,,,,,,0,50,mediocre,,,nextclade 2.5.0,Consensus-123208,1,2025-02-03 14:08:42.344800,2025-02-03 14:08:42.344801
Nextclade-973738,,,,,89563,20I (Alpha; V1),B.1.1.7,,,,,,,1,1,good,,,nextclade 2.4.0,Consensus-651407,1,2025-02-03 14:08:42.345312,2025-02-03 14:08:42.345313
Nextclade-926304,,,,,89668,21J (Delta),AY.43,,,,,,,0,17,good,,,nextclade 2.5.0,Consensus-146391,1,2025-02-03 14:08:42.345830,2025-02-03 14:08:42.345831
Nextclade-244969,,,,,89397,21L (Omicron),BA.2,,,,,,,0,17677,bad,,,nextclade 2.4.0,Consensus-329556,1,2025-02-03 14:08:42.346343,2025-02-03 14:08:42.346344
Nextclade-099776,,,,,88365,21J (Delta),AY.129,,,,,,,0,29,good,,,nextclade 2.4.0,Consensus-223547,1,2025-02-03 14:08:42.346857,2025-02-03 14:08:42.346858
Nextclade-174058,,,,,89092,21J (Delta),AY.4,,,,,,,0,9782,bad,,,nextclade 2.6.0,Consensus-257150,1,2025-02-03 14:08:42.347373,2025-02-03 14:08:42.347374
Nextclade-347759,,,,,88663,20I (Alpha; V1),B.1.1.7,,,,,,,0,9,good,,,nextclade 2.6.0,Consensus-690145,1,2025-02-03 14:08:42.347890,2025-02-03 14:08:42.347891
Nextclade-732620,,,,,88630,20I (Alpha; V1),B.1.1.7,,,,,,,0,23,good,,,nextclade 2.6.0,Consensus-866829,1,2025-02-03 14:08:42.348402,2025-02-03 14:08:42.348403
Nextclade-115124,,,,,87876,21A (Delta),B.1.617.2,,,,,,,1,0,good,,,nextclade 2.5.0,Consensus-576780,1,2025-02-03 14:08:42.348917,2025-02-03 14:08:42.348918
Nextclade-377251,,,,,89596,21L (Omicron),BA.2,,,,,,,2,16,good,,,nextclade 2.5.0,Consensus-493797,1,2025-02-03 14:08:42.349430,2025-02-03 14:08:42.349431
Nextclade-384204,,,,,88197,20I (Alpha; V1),B.1.1.7,,,,,,,0,9,good,,,nextclade 2.4.0,Consensus-597263,1,2025-02-03 14:08:42.349944,2025-02-03 14:08:42.349945
Nextclade-780234,,,,,89353,21K (Omicron),BA.1,,,,,,,4,28,good,,,nextclade 2.5.0,Consensus-927450,1,2025-02-03 14:08:42.350456,2025-02-03 14:08:42.350457
Nextclade-422199,,,,,88013,21K (Omicron),BA.1,,,,,,,3,16,good,,,nextclade 2.4.0,Consensus-018641,1,2025-02-03 14:08:42.350969,2025-02-03 14:08:42.350970
Nextclade-429804,,,,,88728,21L (Omicron),BA.2,,,,,,,2,28,good,,,nextclade 2.5.0,Consensus-505120,1,2025-02-03 14:08:42.351485,2025-02-03 14:08:42.351486
Nextclade-591527,,,,,89433,21J (Delta),AY.122,,,,,,,0,28,good,,,nextclade 2.6.0,Consensus-085017,1,2025-02-03 14:08:42.352004,2025-02-03 14:08:42.352005
Nextclade-114625,,,,,88824,20I (Alpha; V1),B.1.1.7,,,,,,,0,5,good,,,nextclade 2.4.0,Consensus-343077,1,2025-02-03 14:08:42.352513,2025-02-03 14:08:42.352514
Nextclade-400894,,,,,88092,21K (Omicron),BA.1.1,,,,,,,1,35,mediocre,,,nextclade 2.6.0,Consensus-809491,1,2025-02-03 14:08:42.353064,2025-02-03 14:08:42.353065
Nextclade-660746,,,,,89468,21J (Delta),AY.43,,,,,,,2,21,good,,,nextclade 2.6.0,Consensus-611630,1,2025-02-03 14:08:42.353608,2025-02-03 14:08:42.353609
Nextclade-810771,,,,,88285,20I (Alpha; V1),B.1.1.7,,,,,,,4,24,good,,,nextclade 2.6.0,Consensus-598179,1,2025-02-03 14:08:42.354138,2025-02-03 14:08:42.354139
Nextclade-361534,,,,,88199,20I (Alpha; V1),B.1.1.7,,,,,,,4,2,good,,,nextclade 2.6.0,Consensus-555260,1,2025-02-03 14:08:42.354662,2025-02-03 14:08:42.354663
Nextclade-710824,,,,,89561,,,,,,,,,0,2,good,,,nextclade 2.6.0,Consensus-684968,1,2025-02-03 14:08:42.355201,2025-02-03 14:08:42.355202
Nextclade-213111,,,,,89337,21J (Delta),AY.122,,,,,,,4,10,good,,,nextclade 2.5.0,Consensus-164292,1,2025-02-03 14:08:42.355727,2025-02-03 14:08:42.355728
Nextclade-198279,,,,,88693,21L (Omicron),BA.2,,,,,,,1,21,good,,,nextclade 2.4.0,Consensus-286241,1,2025-02-03 14:08:42.356252,2025-02-03 14:08:42.356253
Nextclade-198677,,,,,88726,21K (Omicron),BA.1,,,,,,,2,27,good,,,nextclade 2.6.0,Consensus-089130,1,2025-02-03 14:08:42.356778,2025-02-03 14:08:42.356779
Nextclade-201173,,,,,88903,21L (Omicron),BA.2.9,,,,,,,0,3,good,,,nextclade 2.4.0,Consensus-248995,1,2025-02-03 14:08:42.357315,2025-02-03 14:08:42.357316
Nextclade-918471,,,,,89146,21J (Delta),AY.122,,,,,,,0,23,good,,,nextclade 2.4.0,Consensus-328303,1,2025-02-03 14:08:42.357845,2025-02-03 14:08:42.357846
Nextclade-416564,,,,,89278,21J (Delta),AY.4.4,,,,,,,9,15,good,,,nextclade 2.5.0,Consensus-813051,1,2025-02-03 14:08:42.358373,2025-02-03 14:08:42.358374
Nextclade-318748,,,,,89123,21K (Omicron),BA.1,,,,,,,1,13,good,,,nextclade 2.5.0,Consensus-193643,1,2025-02-03 14:08:42.358900,2025-02-03 14:08:42.358901
Nextclade-422508,,,,,88523,21I (Delta),AY.60,,,,,,,0,8,good,,,nextclade 2.4.0,Consensus-699159,1,2025-02-03 14:08:42.359424,2025-02-03 14:08:42.359426
Nextclade-369639,,,,,88662,21J (Delta),AY.7.1,,,,,,,1,24,good,,,nextclade 2.6.0,Consensus-473169,1,2025-02-03 14:08:42.359952,2025-02-03 14:08:42.359953
Nextclade-043398,,,,,88521,20I (Alpha; V1),B.1.1.7,,,,,,,0,4,good,,,nextclade 2.5.0,Consensus-950176,1,2025-02-03 14:08:42.360475,2025-02-03 14:08:42.360476
Nextclade-731520,,,,,88633,20I (Alpha; V1),B.1.1.7,,,,,,,1,4,good,,,nextclade 2.6.0,Consensus-548073,1,2025-02-03 14:08:42.360999,2025-02-03 14:08:42.361000
Nextclade-563817,,,,,89197,21K (Omicron),BA.1,,,,,,,9,21,good,,,nextclade 2.4.0,Consensus-097658,1,2025-02-03 14:08:42.361522,2025-02-03 14:08:42.361523
Nextclade-655686,,,,,89394,21K (Omicron),BA.1.1.1,,,,,,,1,25,good,,,nextclade 2.4.0,Consensus-163112,1,2025-02-03 14:08:42.362043,2025-02-03 14:08:42.362044
Nextclade-754706,,,,,87846,21J (Delta),AY.4.15,,,,,,,0,25,good,,,nextclade 2.6.0,Consensus-914060,1,2025-02-03 14:08:42.362563,2025-02-03 14:08:42.362564
Nextclade-810826,,,,,88956,,,,,,,,,0,15,good,,,nextclade 2.4.0,Consensus-035198,1,2025-02-03 14:08:42.363094,2025-02-03 14:08:42.363095
Nextclade-674682,,,,,89346,,,,,,,,,2,15,good,,,nextclade 2.4.0,Consensus-037761,1,2025-02-03 14:08:42.363625,2025-02-03 14:08:42.363626
Nextclade-988794,,,,,89022,21J (Delta),AY.123,,,,,,,1,19,good,,,nextclade 2.4.0,Consensus-347181,1,2025-02-03 14:08:42.364151,2025-02-03 14:08:42.364152
Nextclade-698331,,,,,89236,21J (Delta),AY.122,,,,,,,0,22,good,,,nextclade 2.5.0,Consensus-187201,1,2025-02-03 14:08:42.364682,2025-02-03 14:08:42.364683
Nextclade-757333,,,,,89562,21L (Omicron),BA.2,,,,,,,0,6,good,,,nextclade 2.6.0,Consensus-283278,1,2025-02-03 14:08:42.365205,2025-02-03 14:08:42.365206
Nextclade-752718,,,,,88707,,,,,,,,,2,9,good,,,nextclade 2.4.0,Consensus-526442,1,2025-02-03 14:08:42.365737,2025-02-03 14:08:42.365738
Nextclade-339169,,,,,89289,20A,B.1.160,,,,,,,0,1,good,,,nextclade 2.4.0,Consensus-301627,1,2025-02-03 14:08:42.366259,2025-02-03 14:08:42.366260
Nextclade-537868,,,,,88007,20E (EU1),B.1.177.21,,,,,,,1,28,good,,,nextclade 2.5.0,Consensus-709092,1,2025-02-03 14:08:42.366780,2025-02-03 14:08:42.366782
Nextclade-866423,,,,,88349,21L (Omicron),BA.2,,,,,,,0,3,good,,,nextclade 2.5.0,Consensus-705397,1,2025-02-03 14:08:42.367304,2025-02-03 14:08:42.367305
Nextclade-385688,,,,,88977,20D,C.35,,,,,,,1,6,good,,,nextclade 2.5.0,Consensus-511730,1,2025-02-03 14:08:42.367828,2025-02-03 14:08:42.367830
Nextclade-124735,,,,,89260,21L (Omicron),BA.2,,,,,,,0,2,good,,,nextclade 2.4.0,Consensus-450455,1,2025-02-03 14:08:42.368349,2025-02-03 14:08:42.368350
Nextclade-872818,,,,,88934,21L (Omicron),BA.2.9,,,,,,,2,12,good,,,nextclade 2.4.0,Consensus-807487,1,2025-02-03 14:08:42.368868,2025-02-03 14:08:42.368870
Nextclade-722334,,,,,88139,,,,,,,,,1,25,good,,,nextclade 2.5.0,Consensus-533956,1,2025-02-03 14:08:42.369413,2025-02-03 14:08:42.369414
Nextclade-182730,,,,,89094,21L (Omicron),BA.2.9,,,,,,,0,10,good,,,nextclade 2.5.0,Consensus-437550,1,2025-02-03 14:08:42.369950,2025-02-03 14:08:42.369951
Nextclade-785034,,,,,88430,,,,,,,,,1,25,good,,,nextclade 2.4.0,Consensus-206899,1,2025-02-03 14:08:42.370482,2025-02-03 14:08:42.370483
Nextclade-673170,,,,,88184,21J (Delta),AY.4,,,,,,,0,4,good,,,nextclade 2.4.0,Consensus-565242,1,2025-02-03 14:08:42.371024,2025-02-03 14:08:42.371025
Nextclade-765493,,,,,88946,20I (Alpha; V1),B.1.1.7,,,,,,,0,17,good,,,nextclade 2.4.0,Consensus-143794,1,2025-02-03 14:08:42.371551,2025-02-03 14:08:42.371552
Nextclade-492308,,,,,88248,21J (Delta),AY.122,,,,,,,0,25,good,,,nextclade 2.6.0,Consensus-267822,1,2025-02-03 14:08:42.372077,2025-02-03 14:08:42.372078
Nextclade-852734,,,,,88405,21J (Delta),AY.4,,,,,,,3,51,mediocre,,,nextclade 2.5.0,Consensus-064577,1,2025-02-03 14:08:42.372598,2025-02-03 14:08:42.372599
Nextclade-160854,,,,,89329,,,,,,,,,0,2,good,,,nextclade 2.6.0,Consensus-584675,1,2025-02-03 14:08:42.373134,2025-02-03 14:08:42.373135
Nextclade-940917,,,,,88065,20I (Alpha; V1),B.1.1.7,,,,,,,0,1,good,,,nextclade 2.5.0,Consensus-533307,1,2025-02-03 14:08:42.373653,2025-02-03 14:08:42.373654
Nextclade-834689,,,,,88869,21L (Omicron),BA.2,,,,,,,0,16,good,,,nextclade 2.4.0,Consensus-180026,1,2025-02-03 14:08:42.374178,2025-02-03 14:08:42.374179
Nextclade-913175,,,,,87867,21J (Delta),AY.33,,,,,,,0,27,good,,,nextclade 2.6.0,Consensus-222119,1,2025-02-03 14:08:42.374703,2025-02-03 14:08:42.374704
Nextclade-844323,,,,,88795,21K (Omicron),BA.1.17.2,,,,,,,0,6,good,,,nextclade 2.4.0,Consensus-420467,1,2025-02-03 14:08:42.375227,2025-02-03 14:08:42.375229
Nextclade-130112,,,,,88764,21J (Delta),AY.122,,,,,,,0,6,good,,,nextclade 2.6.0,Consensus-080516,1,2025-02-03 14:08:42.375752,2025-02-03 14:08:42.375753
Nextclade-775372,,,,,89517,,,,,,,,,0,12,good,,,nextclade 2.4.0,Consensus-672341,1,2025-02-03 14:08:42.376281,2025-02-03 14:08:42.376283
Nextclade-023147,,,,,89681,21L (Omicron),BA.2,,,,,,,0,24307,bad,,,nextclade 2.5.0,Consensus-204693,1,2025-02-03 14:08:42.376802,2025-02-03 14:08:42.376803
Nextclade-693904,,,,,89131,21L (Omicron),BA.2,,,,,,,0,20,good,,,nextclade 2.5.0,Consensus-879064,1,2025-02-03 14:08:42.377329,2025-02-03 14:08:42.377330
Nextclade-325270,,,,,88595,21J (Delta),AY.4,,,,,,,0,87,mediocre,,,nextclade 2.6.0,Consensus-865545,1,2025-02-03 14:08:42.377850,2025-02-03 14:08:42.377851
Nextclade-449206,,,,,89059,21J (Delta),AY.98,,,,,,,0,7,good,,,nextclade 2.5.0,Consensus-679569,1,2025-02-03 14:08:42.378375,2025-02-03 14:08:42.378376
Nextclade-756497,,,,,89224,,,,,,,,,0,23,good,,,nextclade 2.4.0,Consensus-179199,1,2025-02-03 14:08:42.378905,2025-02-03 14:08:42.378906
Nextclade-083267,,,,,89208,21L (Omicron),BA.2.9,,,,,,,0,41,mediocre,,,nextclade 2.4.0,Consensus-863753,1,2025-02-03 14:08:42.379427,2025-02-03 14:08:42.379428
Nextclade-141756,,,,,89408,21K (Omicron),BA.1.17.2,,,,,,,1,9,good,,,nextclade 2.6.0,Consensus-528536,1,2025-02-03 14:08:42.379952,2025-02-03 14:08:42.379954
Nextclade-291760,,,,,88074,21J (Delta),AY.7.1,,,,,,,0,21,good,,,nextclade 2.5.0,Consensus-540227,1,2025-02-03 14:08:42.380473,2025-02-03 14:08:42.380474
Nextclade-962969,,,,,88104,21J (Delta),AY.4,,,,,,,2,12,good,,,nextclade 2.6.0,Consensus-082436,1,2025-02-03 14:08:42.381000,2025-02-03 14:08:42.381001
Nextclade-938618,,,,,89587,20I (Alpha; V1),B.1.1.7,,,,,,,0,28,good,,,nextclade 2.4.0,Consensus-778496,1,2025-02-03 14:08:42.381528,2025-02-03 14:08:42.381529
Nextclade-657913,,,,,89021,21L (Omicron),BA.2.9,,,,,,,0,15,good,,,nextclade 2.6.0,Consensus-701848,1,2025-02-03 14:08:42.382052,2025-02-03 14:08:42.382053
Nextclade-982369,,,,,88190,,,,,,,,,0,16,good,,,nextclade 2.4.0,Consensus-509111,1,2025-02-03 14:08:42.382586,2025-02-03 14:08:42.382588
Nextclade-198733,,,,,88052,21J (Delta),AY.43,,,,,,,0,29,good,,,nextclade 2.4.0,Consensus-265582,1,2025-02-03 14:08:42.383110,2025-02-03 14:08:42.383111
Nextclade-624271,,,,,87933,21J (Delta),AY.43,,,,,,,0,25,good,,,nextclade 2.6.0,Consensus-080396,1,2025-02-03 14:08:42.383635,2025-02-03 14:08:42.383636
Nextclade-269463,,,,,88763,,,,,,,,,0,11,good,,,nextclade 2.4.0,Consensus-190567,1,2025-02-03 14:08:42.384163,2025-02-03 14:08:42.384164
Nextclade-027728,,,,,89180,21J (Delta),AY.4.6,,,,,,,0,26,good,,,nextclade 2.4.0,Consensus-007259,1,2025-02-03 14:08:42.384682,2025-02-03 14:08:42.384684
Nextclade-646098,,,,,89426,21K (Omicron),BA.1,,,,,,,0,46,mediocre,,,nextclade 2.6.0,Consensus-126182,1,2025-02-03 14:08:42.385205,2025-02-03 14:08:42.385206
Nextclade-654891,,,,,88362,20A,B.1.36,,,,,,,0,4,good,,,nextclade 2.4.0,Consensus-350464,1,2025-02-03 14:08:42.385730,2025-02-03 14:08:42.385732
Nextclade-882203,,,,,88784,20E (EU1),B.1.177.21,,,,,,,3,5,good,,,nextclade 2.4.0,Consensus-799543,1,2025-02-03 14:08:42.386263,2025-02-03 14:08:42.386265
Nextclade-306546,,,,,88693,21L (Omicron),BA.2,,,,,,,1,15,good,,,nextclade 2.6.0,Consensus-335500,1,2025-02-03 14:08:42.386787,2025-02-03 14:08:42.386788
Nextclade-550594,,,,,89070,21J (Delta),AY.4.3,,,,,,,0,2,good,,,nextclade 2.4.0,Consensus-874173,1,2025-02-03 14:08:42.387316,2025-02-03 14:08:42.387317
Nextclade-867799,,,,,89442,20A,B.1.258,,,,,,,2,8,good,,,nextclade 2.4.0,Consensus-333620,1,2025-02-03 14:08:42.387844,2025-02-03 14:08:42.387845
Nextclade-183321,,,,,88312,20E (EU1),B.1.177.12,,,,,,,0,28,good,,,nextclade 2.6.0,Consensus-767221,1,2025-02-03 14:08:42.388366,2025-02-03 14:08:42.388367
Nextclade-153255,,,,,89133,21L (Omicron),BA.2,,,,,,,0,6,good,,,nextclade 2.5.0,Consensus-458176,1,2025-02-03 14:08:42.388890,2025-02-03 14:08:42.388891
Nextclade-093028,,,,,88651,21J (Delta),AY.5,,,,,,,1,15,good,,,nextclade 2.6.0,Consensus-001310,1,2025-02-03 14:08:42.389410,2025-02-03 14:08:42.389411
Nextclade-101183,,,,,88049,20A,B.1.258.11,,,,,,,0,16,good,,,nextclade 2.4.0,Consensus-272145,1,2025-02-03 14:08:42.389932,2025-02-03 14:08:42.389933
Nextclade-858044,,,,,89435,20I (Alpha; V1),B.1.1.7,,,,,,,3,30,mediocre,,,nextclade 2.6.0,Consensus-775061,1,2025-02-03 14:08:42.390456,2025-02-03 14:08:42.390458
Nextclade-048142,,,,,88224,20E (EU1),B.1.177.21,,,,,,,2,70,mediocre,,,nextclade 2.6.0,Consensus-724491,1,2025-02-03 14:08:42.390979,2025-02-03 14:08:42.390980
Nextclade-484175,,,,,87976,21J (Delta),AY.4,,,,,,,1,17,good,,,nextclade 2.5.0,Consensus-096424,1,2025-02-03 14:08:42.391502,2025-02-03 14:08:42.391504
Nextclade-107731,,,,,88140,21J (Delta),AY.43,,,,,,,0,17,good,,,nextclade 2.4.0,Consensus-964422,1,2025-02-03 14:08:42.392028,2025-02-03 14:08:42.392029
Nextclade-129527,,,,,89500,,,,,,,,,6,9,good,,,nextclade 2.6.0,Consensus-226080,1,2025-02-03 14:08:42.392560,2025-02-03 14:08:42.392561
Nextclade-238385,,,,,88507,21J (Delta),AY.134,,,,,,,0,27,good,,,nextclade 2.5.0,Consensus-878432,1,2025-02-03 14:08:42.393090,2025-02-03 14:08:42.393091
Nextclade-127739,,,,,87990,21L (Omicron),BA.2,,,,,,,1,11,good,,,nextclade 2.6.0,Consensus-281480,1,2025-02-03 14:08:42.393612,2025-02-03 14:08:42.393613
Nextclade-890504,,,,,88325,20I (Alpha; V1),B.1.1.7,,,,,,,0,9,good,,,nextclade 2.5.0,Consensus-563283,1,2025-02-03 14:08:42.394135,2025-02-03 14:08:42.394136
Nextclade-225483,,,,,88627,,,,,,,,,1,9039,bad,,,nextclade 2.6.0,Consensus-339359,1,2025-02-03 14:08:42.394670,2025-02-03 14:08:42.394672
Nextclade-109168,,,,,88844,21J (Delta),AY.122,,,,,,,1,14,good,,,nextclade 2.6.0,Consensus-379134,1,2025-02-03 14:08:42.395195,2025-02-03 14:08:42.395196
Nextclade-205607,,,,,89396,21J (Delta),AY.121,,,,,,,5,22,good,,,nextclade 2.4.0,Consensus-627224,1,2025-02-03 14:08:42.395719,2025-02-03 14:08:42.395720
Nextclade-637752,,,,,89581,21I (Delta),AY.9.2,,,,,,,0,11,good,,,nextclade 2.4.0,Consensus-866159,1,2025-02-03 14:08:42.396250,2025-02-03 14:08:42.396251
Nextclade-560372,,,,,88884,20I (Alpha; V1),B.1.1.7,,,,,,,0,38,mediocre,,,nextclade 2.6.0,Consensus-512654,1,2025-02-03 14:08:42.396776,2025-02-03 14:08:42.396777
Nextclade-154596,,,,,88685,20A,B.1.160,,,,,,,0,16,good,,,nextclade 2.5.0,Consensus-475949,1,2025-02-03 14:08:42.397300,2025-02-03 14:08:42.397301
Nextclade-041271,,,,,89472,21L (Omicron),BA.2,,,,,,,0,16,good,,,nextclade 2.6.0,Consensus-048891,1,2025-02-03 14:08:42.397821,2025-02-03 14:08:42.397822
Nextclade-853798,,,,,89000,21J (Delta),AY.122.6,,,,,,,2,22,good,,,nextclade 2.6.0,Consensus-401991,1,2025-02-03 14:08:42.398344,2025-02-03 14:08:42.398345
Nextclade-021492,,,,,89212,,,,,,,,,0,10,good,,,nextclade 2.4.0,Consensus-738455,1,2025-02-03 14:08:42.398879,2025-02-03 14:08:42.398880
Nextclade-388380,,,,,89007,,,,,,,,,1,11,good,,,nextclade 2.6.0,Consensus-390399,1,2025-02-03 14:08:42.399412,2025-02-03 14:08:42.399413
Nextclade-416604,,,,,88973,21L (Omicron),BA.2.9,,,,,,,0,17,good,,,nextclade 2.6.0,Consensus-610221,1,2025-02-03 14:08:42.399934,2025-02-03 14:08:42.399935
Nextclade-647681,,,,,88076,20I (Alpha; V1),B.1.1.7,,,,,,,0,17,good,,,nextclade 2.6.0,Consensus-795244,1,2025-02-03 14:08:42.400457,2025-02-03 14:08:42.400459
Nextclade-220593,,,,,88173,,,,,,,,,0,28,good,,,nextclade 2.6.0,Consensus-092928,1,2025-02-03 14:08:42.400997,2025-02-03 14:08:42.400998
Nextclade-129987,,,,,89215,21K (Omicron),BA.1,,,,,,,2,27,good,,,nextclade 2.6.0,Consensus-919475,1,2025-02-03 14:08:42.401520,2025-02-03 14:08:42.401521
Nextclade-610613,,,,,88623,20I (Alpha; V1),B.1.1.7,,,,,,,1,14,good,,,nextclade 2.4.0,Consensus-893013,1,2025-02-03 14:08:42.402046,2025-02-03 14:08:42.402047
Nextclade-540726,,,,,87918,21L (Omicron),BA.2,,,,,,,0,21,good,,,nextclade 2.6.0,Consensus-973095,1,2025-02-03 14:08:42.402576,2025-02-03 14:08:42.402577
Nextclade-327783,,,,,88340,20I (Alpha; V1),B.1.1.7,,,,,,,0,9,good,,,nextclade 2.6.0,Consensus-730755,1,2025-02-03 14:08:42.403108,2025-02-03 14:08:42.403109
Nextclade-460045,,,,,88153,21J (Delta),AY.43,,,,,,,0,2,good,,,nextclade 2.5.0,Consensus-405729,1,2025-02-03 14:08:42.403630,2025-02-03 14:08:42.403631
Nextclade-760192,,,,,88932,20I (Alpha; V1),B.1.1.7,,,,,,,1,15,good,,,nextclade 2.5.0,Consensus-894246,1,2025-02-03 14:08:42.404149,2025-02-03 14:08:42.404150
Nextclade-783091,,,,,89317,21L (Omicron),BA.2,,,,,,,0,0,good,,,nextclade 2.4.0,Consensus-157010,1,2025-02-03 14:08:42.404673,2025-02-03 14:08:42.404674
Nextclade-626337,,,,,87935,21J (Delta),AY.122.6,,,,,,,0,27,good,,,nextclade 2.5.0,Consensus-695055,1,2025-02-03 14:08:42.405196,2025-02-03 14:08:42.405198
Nextclade-836136,,,,,89652,20B,B.1.1,,,,,,,2,25,good,,,nextclade 2.4.0,Consensus-174374,1,2025-02-03 14:08:42.405718,2025-02-03 14:08:42.405719
Nextclade-398593,,,,,88666,21L (Omicron),BA.2.9,,,,,,,0,6,good,,,nextclade 2.4.0,Consensus-882042,1,2025-02-03 14:08:42.406239,2025-02-03 14:08:42.406240
Nextclade-626036,,,,,88213,21J (Delta),AY.120.2.1,,,,,,,4,60,mediocre,,,nextclade 2.5.0,Consensus-829114,1,2025-02-03 14:08:42.406757,2025-02-03 14:08:42.406758
Nextclade-798274,,,,,88745,21L (Omicron),BA.2.9,,,,,,,0,1,good,,,nextclade 2.6.0,Consensus-727546,1,2025-02-03 14:08:42.407283,2025-02-03 14:08:42.407284
Nextclade-078544,,,,,89549,21K (Omicron),BA.1.1.1,,,,,,,2,28,good,,,nextclade 2.4.0,Consensus-357464,1,2025-02-03 14:08:42.407806,2025-02-03 14:08:42.407807
Nextclade-707013,,,,,88622,20B,B.1.1.298,,,,,,,0,21,good,,,nextclade 2.4.0,Consensus-103183,1,2025-02-03 14:08:42.408330,2025-02-03 14:08:42.408331
Nextclade-953693,,,,,88287,21J (Delta),AY.7.1,,,,,,,0,19,good,,,nextclade 2.6.0,Consensus-206377,1,2025-02-03 14:08:42.408852,2025-02-03 14:08:42.408854
Nextclade-517647,,,,,89623,20E (EU1),B.1.177.12,,,,,,,0,70,mediocre,,,nextclade 2.5.0,Consensus-694477,1,2025-02-03 14:08:42.409375,2025-02-03 14:08:42.409376
Nextclade-793331,,,,,88364,20A,B.1.160,,,,,,,1,6,good,,,nextclade 2.5.0,Consensus-857751,1,2025-02-03 14:08:42.409898,2025-02-03 14:08:42.409899
Nextclade-276264,,,,,89067,21J (Delta),AY.4.6,,,,,,,5,29,good,,,nextclade 2.4.0,Consensus-385911,1,2025-02-03 14:08:42.410420,2025-02-03 14:08:42.410422
Nextclade-688455,,,,,88022,,,,,,,,,0,4,good,,,nextclade 2.5.0,Consensus-983991,1,2025-02-03 14:08:42.410952,2025-02-03 14:08:42.410953
Nextclade-196425,,,,,87972,20I (Alpha; V1),B.1.1.7,,,,,,,3,2,good,,,nextclade 2.4.0,Consensus-403635,1,2025-02-03 14:08:42.411477,2025-02-03 14:08:42.411479
Nextclade-939978,,,,,89373,21K (Omicron),BA.1,,,,,,,0,6957,bad,,,nextclade 2.4.0,Consensus-318311,1,2025-02-03 14:08:42.412001,2025-02-03 14:08:42.412002
Nextclade-760084,,,,,87891,20I (Alpha; V1),B.1.1.7,,,,,,,0,92,mediocre,,,nextclade 2.4.0,Consensus-769811,1,2025-02-03 14:08:42.412525,2025-02-03 14:08:42.412526
Nextclade-538564,,,,,88101,21J (Delta),AY.122,,,,,,,0,913,bad,,,nextclade 2.4.0,Consensus-782391,1,2025-02-03 14:08:42.413051,2025-02-03 14:08:42.413052
Nextclade-795036,,,,,88729,21K (Omicron),BA.1,,,,,,,0,0,good,,,nextclade 2.6.0,Consensus-204432,1,2025-02-03 14:08:42.413573,2025-02-03 14:08:42.413574
Nextclade-249005,,,,,88867,21J (Delta),AY.7.1,,,,,,,0,1,good,,,nextclade 2.5.0,Consensus-415655,1,2025-02-03 14:08:42.414095,2025-02-03 14:08:42.414097
Nextclade-479564,,,,,89577,20I (Alpha; V1),B.1.1.7,,,,,,,1,17,good,,,nextclade 2.4.0,Consensus-538152,1,2025-02-03 14:08:42.414625,2025-02-03 14:08:42.414626
Nextclade-173553,,,,,89202,21J (Delta),AY.112,,,,,,,1,13,good,,,nextclade 2.6.0,Consensus-101096,1,2025-02-03 14:08:42.415144,2025-02-03 14:08:42.415145
Nextclade-929934,,,,,88621,21J (Delta),AY.43,,,,,,,1,22,good,,,nextclade 2.4.0,Consensus-885917,1,2025-02-03 14:08:42.415668,2025-02-03 14:08:42.415669
Nextclade-459644,,,,,88490,21J (Delta),AY.126,,,,,,,0,24,good,,,nextclade 2.6.0,Consensus-863489,1,2025-02-03 14:08:42.416195,2025-02-03 14:08:42.416197
Nextclade-744355,,,,,89310,21J (Delta),AY.43.6,,,,,,,0,16,good,,,nextclade 2.4.0,Consensus-322482,1,2025-02-03 14:08:42.416721,2025-02-03 14:08:42.416723
Nextclade-273698,,,,,88603,21L (Omicron),BA.2,,,,,,,0,18,good,,,nextclade 2.6.0,Consensus-216007,1,2025-02-03 14:08:42.417242,2025-02-03 14:08:42.417243
Nextclade-432654,,,,,89587,21J (Delta),AY.126,,,,,,,0,7,good,,,nextclade 2.5.0,Consensus-998805,1,2025-02-03 14:08:42.417774,2025-02-03 14:08:42.417776
Nextclade-276598,,,,,89431,21J (Delta),AY.4,,,,,,,0,20,good,,,nextclade 2.6.0,Consensus-293314,1,2025-02-03 14:08:42.418299,2025-02-03 14:08:42.418300
Nextclade-861259,,,,,89195,21I (Delta),B.1.617.2,,,,,,,0,67,mediocre,,,nextclade 2.6.0,Consensus-159093,1,2025-02-03 14:08:42.418820,2025-02-03 14:08:42.418821
